"","behaviorSpaceRun","tick","compID","mean_within_dist","n_pairs","numPred"
"570","2",4650,2,0.533992818303767,1,1
"571","2",4700,1,2.46888404533961,118,1
"572","2",4750,1,2.49865337606784,114,1
"573","2",4800,1,2.5575335614893,113,1
"574","2",4850,1,2.31872735894229,110,1
"575","2",4900,1,2.60493160623821,117,1
"576","2",4950,1,3.12130483902868,125,1
"577","2",5000,1,2.91315699353634,146,1
"578","2",5050,1,2.96717717294345,150,1
"579","2",5100,1,2.92180122559074,151,1
"580","2",5150,1,3.21945902234829,158,1
"581","2",5200,1,2.64455966389789,176,1
"582","2",5250,1,2.42159727115282,176,1
"583","2",5300,1,2.66658085472752,176,1
"584","2",5350,1,2.79127469600979,178,1
"585","2",5400,1,2.79118581503747,175,1
"586","2",5450,1,2.90319025901677,159,1
"587","2",5500,1,2.90129568700499,186,1
"588","2",5550,1,2.94202112071344,187,1
"589","2",5600,1,2.8453764883887,173,1
"590","2",5650,1,2.80052855877193,163,1
"591","2",5700,1,1.97038915156956,91,1
"592","2",5700,2,1.78354057643646,15,1
"593","2",5750,1,2.93566864151731,159,1
"594","2",5800,1,3.00055028586621,162,1
"595","2",5850,1,3.15515832654007,155,1
"596","2",5900,1,3.235688012627,149,1
"597","2",5950,1,3.21241638986118,140,1
"598","2",6000,1,2.95801467965605,132,1
"599","2",6050,1,2.74710540799471,116,1
"600","2",6100,1,2.45016895172191,105,1
"601","2",6150,1,1.98269353456799,103,1
"602","2",6200,1,2.01184052061095,78,1
"603","2",6200,2,2.51589645171852,21,1
"604","2",6250,1,2.02283361395251,78,1
"605","2",6250,2,2.46997160421482,21,1
"606","2",6300,1,2.35804647483256,69,1
"607","2",6300,2,2.43819791321204,21,1
"608","2",6350,1,1.77126165163384,78,1
"609","2",6350,2,2.71381243711492,21,1
"610","2",6400,1,2.17805824144765,76,1
"611","2",6400,2,2.69948943748213,21,1
"612","2",6450,1,1.98605583549382,78,1
"613","2",6450,2,2.52950904155638,21,1
"614","2",6500,1,1.82559033919021,78,1
"615","2",6500,2,2.70895930854164,21,1
"616","2",6550,1,1.93983862687465,78,1
"617","2",6550,2,2.67143887479376,21,1
"618","2",6600,1,1.90886336544112,78,1
"619","2",6600,2,2.51895007226707,21,1
"620","2",6650,1,1.75161427085125,78,1
"621","2",6650,2,2.7871836366966,21,1
"622","2",6700,1,2.14088887011868,78,1
"623","2",6700,2,2.76161291505542,21,1
"624","2",6750,1,3.03032276320466,36,1
"625","2",6750,2,2.24888294493066,1,1
"626","2",6750,3,2.49046197030723,21,1
"627","2",6800,1,3.40314143344566,43,1
"628","2",6800,2,1.71341792958682,45,1
