"","numPred","behaviorSpaceRun","tick","compID","compSize"
"749",1,"3",2350,2,4
"750",1,"3",2400,1,5
"751",1,"3",2400,2,15
"752",1,"3",2450,1,20
"753",1,"3",2500,1,20
"754",1,"3",2550,1,20
"755",1,"3",2600,1,19
"756",1,"3",2650,1,20
"757",1,"3",2700,1,20
"758",1,"3",2750,1,20
"759",1,"3",2800,1,8
"760",1,"3",2800,2,5
"761",1,"3",2800,3,7
"762",1,"3",2850,1,5
"763",1,"3",2850,2,15
"764",1,"3",2900,1,8
"765",1,"3",2900,2,12
"766",1,"3",2950,1,8
"767",1,"3",2950,2,12
"768",1,"3",3000,1,8
"769",1,"3",3000,2,12
"770",1,"3",3050,1,8
"771",1,"3",3050,2,12
"772",1,"3",3100,1,8
"773",1,"3",3100,2,12
"774",1,"3",3150,1,18
"775",1,"3",3200,1,6
"776",1,"3",3200,2,10
"777",1,"3",3200,3,2
"778",1,"3",3200,4,2
"779",1,"3",3250,1,6
"780",1,"3",3250,2,10
"781",1,"3",3250,3,4
"782",1,"3",3300,1,6
"783",1,"3",3300,2,10
"784",1,"3",3300,3,4
"785",1,"3",3350,1,16
"786",1,"3",3350,2,4
"787",1,"3",3400,1,16
"788",1,"3",3400,2,4
"789",1,"3",3450,1,16
"790",1,"3",3450,2,4
"791",1,"3",3500,1,19
"792",1,"3",3550,1,20
"793",1,"3",3600,1,17
"794",1,"3",3600,2,2
"795",1,"3",3650,1,15
"796",1,"3",3650,2,4
"797",1,"3",3700,1,15
"798",1,"3",3700,2,4
"799",1,"3",3750,1,13
"800",1,"3",3750,2,3
"801",1,"3",3750,3,4
"802",1,"3",3800,1,17
"803",1,"3",3800,2,2
"804",1,"3",3850,1,19
"805",1,"3",3900,1,16
"806",1,"3",3900,2,3
"807",1,"3",3950,1,16
"808",1,"3",3950,2,3
"809",1,"3",4000,1,16
"810",1,"3",4000,2,3
"811",1,"3",4050,1,18
"812",1,"3",4100,1,18
"813",1,"3",4150,1,13
"814",1,"3",4150,2,4
"815",1,"3",4200,1,18
"816",1,"3",4250,1,19
"817",1,"3",4300,1,19
"818",1,"3",4350,1,19
"819",1,"3",4400,1,18
"820",1,"3",4400,2,2
"821",1,"3",4450,1,20
"822",1,"3",4500,1,20
"823",1,"3",4550,1,20
"824",1,"3",4600,1,3
"825",1,"3",4600,2,17
"826",1,"3",4650,1,20
"827",1,"3",4700,1,20
"828",1,"3",4750,1,19
"829",1,"3",4800,1,12
"830",1,"3",4800,2,7
"831",1,"3",4850,1,16
"832",1,"3",4850,2,4
"833",1,"3",4900,1,15
"834",1,"3",4900,2,4
"835",1,"3",4950,1,20
"836",1,"3",5000,1,20
"837",1,"3",5050,1,20
"838",1,"3",5100,1,20
"839",1,"3",5150,1,20
"840",1,"3",5200,1,3
"841",1,"3",5200,2,15
"842",1,"3",5250,1,11
"843",1,"3",5250,2,8
"844",1,"3",5300,1,12
"845",1,"3",5300,2,7
"846",1,"3",5350,1,7
"847",1,"3",5350,2,9
"848",1,"3",5350,3,4
"849",1,"3",5400,1,18
"850",1,"3",5400,2,2
"851",1,"3",5450,1,19
"852",1,"3",5500,1,20
"853",1,"3",5550,1,8
"854",1,"3",5550,2,11
"855",1,"3",5600,1,20
"856",1,"3",5650,1,20
"857",1,"3",5700,1,16
"858",1,"3",5700,2,4
"859",1,"3",5750,1,20
"860",1,"3",5800,1,20
"861",1,"3",5850,1,20
"862",1,"3",5900,1,18
"863",1,"3",5900,2,2
"864",1,"3",5950,1,18
"865",1,"3",5950,2,2
"866",1,"3",6000,1,20
"867",1,"3",6050,1,10
"868",1,"3",6050,2,8
"869",1,"3",6100,1,4
"870",1,"3",6100,2,8
"871",1,"3",6100,3,7
"872",1,"3",6150,1,10
"873",1,"3",6150,2,8
"874",1,"3",6200,1,10
"875",1,"3",6200,2,8
"876",1,"3",6250,1,20
"877",1,"3",6300,1,19
"878",1,"3",6350,1,19
"879",1,"3",6400,1,19
"880",1,"3",6450,1,16
"881",1,"3",6450,2,3
"882",1,"3",6500,1,16
"883",1,"3",6500,2,3
"884",1,"3",6550,1,19
"885",1,"3",6600,1,17
"886",1,"3",6600,2,3
"887",1,"3",6650,1,18
"888",1,"3",6650,2,2
"889",1,"3",6700,1,20
"890",1,"3",6750,1,19
"891",1,"3",6800,1,19
"892",1,"3",6850,1,17
"893",1,"3",6850,2,2
"894",1,"3",6900,1,19
"895",1,"3",6950,1,19
"896",1,"3",7000,1,19
"897",1,"3",7050,1,20
"898",1,"3",7100,1,19
"899",1,"3",7150,1,19
"900",1,"3",7200,1,19
"901",1,"3",7250,1,19
"902",1,"3",7300,1,20
"903",1,"3",7350,1,20
"904",1,"3",7400,1,20
"905",1,"3",7450,1,20
"906",1,"3",7500,1,20
"907",1,"3",7550,1,19
"908",1,"3",7600,1,8
"909",1,"3",7600,2,12
"910",1,"3",7650,1,8
"911",1,"3",7650,2,12
"912",1,"3",7700,1,2
"913",1,"3",7700,2,12
"914",1,"3",7700,3,6
"915",1,"3",7750,1,2
"916",1,"3",7750,2,11
"917",1,"3",7750,3,6
"918",1,"3",7800,1,2
"919",1,"3",7800,2,6
"920",1,"3",7800,3,6
"921",1,"3",7800,4,6
"922",1,"3",7850,1,20
"923",1,"3",7900,1,18
"924",1,"3",7900,2,2
"925",1,"3",7950,1,19
"926",1,"3",8000,1,16
"927",1,"3",8000,2,4
"928",1,"3",8050,1,5
"929",1,"3",8050,2,14
"930",1,"3",8100,1,4
